Sidenavn;Codename;URL;Total Interactions;Likes;Comments;Shares;Owned Post Views;Owned Views from Shares;Owned Total Views;Percentage Views from Owned Posts;Views on Shared Posts;Views While Live;Video Time;3-Min+ Videos;Loves;Wows;Hahas;Sads;Angrys;Cares;All Reactions;All Interaction Rate;Total Posts;Posts Per Day;Page Likes;Page Growth;Page Growth %;Page Followers;Page Follower Growth;Page Follower Growth %;Parti;Link;Politiker eller Partiside;Køn;Profil eller side;Kategori;Partileder;FTV kandidat;Month;Måned;Totale interaktioner per post;Kommentarer per post;Delinger per post;Videovisninger per videoopslag;Angry per post;Love per post;Reaktioner per post;Blok
Pernille Rosenkrantz-Theil;pernillerosenkrantz;https://www.facebook.com/88419746037;6379;1366;3460;103;0;0;0;0%;0;0;0;0;42;98;1026;29;204;51;2816;3,71%;4;0;43028;54;0,13%;43664;182;0%;Socialdemokratiet;https://www,facebook,com/88419746037;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;1595;865;26;0;51;11;704;Rød blok
Leif Lahn Jensen;LeifLahn;https://www.facebook.com/343938391806;359;259;72;11;0;0;0;0%;0;0;0;0;1;1;2;0;0;13;276;1,68%;5;0;4225;3;0,07%;4105;1;0%;Socialdemokratiet;https://www,facebook,com/343938391806;Politiker;Mand;Side;MF'ere;;;20210315;202103;72;14;2;0;0;0;55;Rød blok
Kaare Dybvad Bek;kaaredybvad;https://www.facebook.com/117286478282546;2819;1843;713;91;0;0;0;0,00%;0;0;0;0;96;4;24;3;15;30;2015;9,26%;3;0;10222;166;1,65%;10861;218;2%;Socialdemokratiet;https://www,facebook,com/117286478282546;Politiker;Mand;Side;MF'ere;;;20210315;202103;940;238;30;0;5;32;672;Rød blok
Nick Hækkerup;nickhaekkerup;https://www.facebook.com/118490798169181;1278;400;514;78;0;0;0;0%;0;0;0;0;7;6;11;51;187;24;686;4,64%;2;0;13828;105;0,77%;14132;170;1,22%;Socialdemokratiet;https://www,facebook,com/118490798169181;Politiker;Mand;Side;MF'ere;;;20210315;202103;639;257;39;0;94;4;343;Rød blok
Mette Gjerskov - Socialdemokratiet;mettegjerskov;https://www.facebook.com/130494840642224;3670;2431;918;90;5086;482;5568;91%;0;0;1;0;85;28;5;35;42;36;2662;1,20%;26;1;11787;37;0%;12060;46;0%;Socialdemokratiet;https://www,facebook,com/130494840642224;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;141;35;3;5086;2;3;102;Rød blok
Morten Bødskov;mortenbodskov;https://www.facebook.com/131559313586863;684;515;97;47;4241;1977;6218;68%;0;0;6;0;3;2;14;0;2;4;540;0,55%;12;0;10342;-4;0%;10343;-2;0%;Socialdemokratiet;https://www,facebook,com/131559313586863;Politiker;Mand;Side;MF'ere;;;20210315;202103;57;8;4;530;0;0;45;Rød blok
Jeppe Kofod;jeppekofod;https://www.facebook.com/137685999659722;4444;2654;1120;231;0;0;0;0%;0;0;0;0;136;7;60;5;185;46;3093;5,31%;3;0;27938;140;0,50%;27961;148;1%;Socialdemokratiet;https://www,facebook,com/137685999659722;Politiker;Mand;Side;MF'ere;;;20210315;202103;1481;373;77;0;62;45;1031;Rød blok
Simon Kollerup;simonkollerup;https://www.facebook.com/142316415896803;3655;2981;434;87;2833;5659;8492;33%;0;0;3;0;81;1;11;2;19;39;3134;2,29%;16;1;9980;35;0%;10481;80;1%;Socialdemokratiet;https://www,facebook,com/142316415896803;Politiker;Mand;Side;MF'ere;;;20210315;202103;228;27;5;1417;1;5;196;Rød blok
Jens Joel;jensjoel;https://www.facebook.com/143882519070566;891;731;104;18;0;0;0;0%;0;0;0;0;27;0;0;0;5;6;769;1,04%;10;0;8523;4;0%;8378;13;0%;Socialdemokratiet;https://www,facebook,com/143882519070566;Politiker;Mand;Side;MF'ere;;;20210315;202103;89;10;2;0;1;3;77;Rød blok
Ane Halsboe-Jørgensen;stemhalsboe;https://www.facebook.com/169938849689771;1101;876;106;26;419;0;419;100%;612;0;1;0;69;0;2;0;2;20;969;1,62%;12;0;5622;11;0,20%;5864;29;1%;Socialdemokratiet;https://www,facebook,com/169938849689771;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;92;9;2;419;0;6;81;Rød blok
Mogens Jensen;mogensjensen;https://www.facebook.com/229737453706271;4512;3489;546;84;0;0;0;0%;585;0;0;0;62;12;17;136;9;157;3882;1,57%;22;1;13052;-6;-0,05%;13473;9;0%;Socialdemokratiet;https://www,facebook,com/229737453706271;Politiker;Mand;Side;MF'ere;;;20210315;202103;205;25;4;0;0;3;176;Rød blok
Bjørn Brandenborg;stembrandenborg;https://www.facebook.com/253692938327792;821;655;115;27;2280;282;2562;89%;0;0;1;0;15;1;2;0;0;6;679;4,51%;5;0;3651;26;0,72%;3737;33;0,89%;Socialdemokratiet;https://www,facebook,com/253692938327792;Politiker;Mand;Side;MF'ere;;;20210315;202103;164;23;5;1140;0;3;136;Rød blok
Astrid Krag;astrid.krag;https://www.facebook.com/256203941229187;85688;44512;20256;3876;0;0;0;0%;0;0;0;0;4872;208;2107;1487;2539;5831;61556;5,01%;31;1;55576;787;1,44%;56239;882;1,59%;Socialdemokratiet;https://www,facebook,com/256203941229187;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;2764;653;125;0;82;157;1986;Rød blok
Niels Fuglsang;NfuglsangEP;https://www.facebook.com/264009771074617;2029;1476;156;170;13993;2045;16038;87%;274;0;1;0;55;8;0;56;97;11;1703;3,78%;11;0;4890;38;1%;5106;45;0,89%;Socialdemokratiet;https://www,facebook,com/264009771074617;Politiker;Mand;Side;MEP'ere;;;20210315;202103;184;14;15;13993;9;5;155;Rød blok
Benny Engelbrecht;BennyEngelbrecht;https://www.facebook.com/270431402967189;4725;3469;672;211;6925;2426;9351;74%;955;950;3;0;71;7;33;119;30;113;3842;1,32%;26;1;13757;34;0,25%;13906;34;0,25%;Socialdemokratiet;https://www,facebook,com/270431402967189;Politiker;Mand;Side;MF'ere;;;20210315;202103;182;26;8;1731;1;3;148;Rød blok
Rasmus Prehn;rasmus.prehn;https://www.facebook.com/325793724279369;13871;10254;2425;341;7225;3148;10373;70%;0;0;7;1;393;174;73;8;42;161;11105;2,19%;60;2;10612;146;1,39%;11035;206;1,90%;Socialdemokratiet;https://www,facebook,com/325793724279369;Politiker;Mand;Side;MF'ere;;;20210315;202103;231;40;6;1806;1;7;185;Rød blok
Marianne Vind;MarianneVindEP;https://www.facebook.com/329236874385098;3023;2294;269;114;0;0;0;0,00%;0;0;0;0;237;8;43;4;13;41;2640;5,07%;9;0;6643;65;0,99%;6864;71;1,05%;Socialdemokratiet;https://www,facebook,com/329236874385098;Politiker;Kvinde;Side;MEP'ere;;;20210315;202103;336;30;13;0;1;26;293;Rød blok
Jeppe Bruus;jeppe.bruus;https://www.facebook.com/340189926157676;542;407;75;18;0;0;0;0%;0;0;0;0;25;2;5;0;3;7;449;3,14%;4;0;4341;70;1,64%;4430;75;1,72%;Socialdemokratiet;https://www,facebook,com/340189926157676;Politiker;Mand;Side;MF'ere;;;20210315;202103;136;19;5;0;1;6;112;Rød blok
Magnus Heunicke;heunicke;https://www.facebook.com/354144841359670;46899;28637;11028;487;22000;2981;24981;88%;0;5287;0;0;2717;84;418;49;645;2834;35384;10,62%;12;0;37213;847;2,33%;44167;1198;2,79%;Socialdemokratiet;https://www,facebook,com/354144841359670;Politiker;Mand;Side;MF'ere;;;20210315;202103;3908;919;41;22000;54;226;2949;Rød blok
Christel Schaldemose;ChristelSchaldemose;https://www.facebook.com/424159230945271;661;475;24;125;0;0;0;0%;0;0;0;0;31;0;3;0;0;3;512;1,29%;4;0;12822;3;0,02%;12798;4;0,03%;Socialdemokratiet;https://www,facebook,com/424159230945271;Politiker;Kvinde;Side;MEP'ere;;;20210315;202103;165;6;31;0;0;8;128;Rød blok
Trine Bramsen;TrineBramsen;https://www.facebook.com/515338715236513;9183;6701;1507;162;0;0;0;0%;1204;0;0;0;441;23;178;35;16;120;7514;3,74%;19;1;12948;75;0,58%;13931;101;0,73%;Socialdemokratiet;https://www,facebook,com/515338715236513;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;483;79;9;0;1;23;395;Rød blok
Peter Hummelgaard;phummelgaard;https://www.facebook.com/526620377500921;25851;16851;5943;1305;0;0;0;0%;0;0;0;0;456;29;789;15;212;251;18603;7,25%;18;1;19983;353;1,80%;21836;474;2,22%;Socialdemokratiet;https://www,facebook,com/526620377500921;Politiker;Mand;Side;MF'ere;;;20210315;202103;1436;330;73;0;12;25;1034;Rød blok
Malte Larsen;StemMalteLarsen;https://www.facebook.com/737317713017734;347;305;29;9;0;0;0;0%;0;0;0;0;2;0;0;2;0;0;309;2,01%;10;0;1693;5;0,30%;1685;7;0,42%;Socialdemokratiet;https://www,facebook,com/737317713017734;Politiker;Mand;Side;MF'ere;;;20210315;202103;35;3;1;0;0;0;31;Rød blok
Rasmus Horn Langhoff;rasmuslanghoff.dk;https://www.facebook.com/1085388398186784;346;227;73;11;0;0;0;0%;0;0;0;0;2;2;27;0;1;3;262;0,80%;8;0;5367;9;0,17%;5458;8;0%;Socialdemokratiet;https://www,facebook,com/1085388398186784;Politiker;Mand;Side;MF'ere;;;20210315;202103;43;9;1;0;0;0;33;Rød blok
Anders Kronborg;kronborg.esbjerg;https://www.facebook.com/1396986243876509;564;407;89;56;0;0;0;0%;0;0;0;0;1;1;0;4;4;2;419;1,51%;18;1;2069;21;1,03%;2141;24;1%;Socialdemokratiet;https://www,facebook,com/1396986243876509;Politiker;Mand;Side;MF'ere;;;20210315;202103;31;5;3;0;0;0;23;Rød blok
Anne Paulin;AnnePaulin2;https://www.facebook.com/1418511451758028;387;279;64;2;0;0;0;0%;0;0;0;0;41;0;0;0;0;1;321;6,70%;2;0;2881;-1;-0,03%;2921;8;0%;Socialdemokratiet;https://www,facebook,com/1418511451758028;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;194;32;1;0;0;21;161;Rød blok
Nicolai Wammen;nicolaiwammen;https://www.facebook.com/1458354184437993;1003;729;177;19;0;0;0;0%;0;0;0;0;27;1;22;0;14;14;807;2,18%;2;0;22964;56;0,24%;23795;72;0,30%;Socialdemokratiet;https://www,facebook,com/1458354184437993;Politiker;Mand;Side;MF'ere;;;20210315;202103;502;89;10;0;7;14;404;Rød blok
Kasper Roug;Roug.Kasper;https://www.facebook.com/1461584187395053;112;92;6;7;0;0;0;0%;0;0;0;0;2;0;2;0;3;0;99;0,77%;10;0;1433;3;0,21%;1436;9;0,63%;Socialdemokratiet;https://www,facebook,com/1461584187395053;Politiker;Mand;Side;MF'ere;;;20210315;202103;11;1;1;0;0;0;10;Rød blok
Lea Wermelin;;https://www.facebook.com/1563091823994393;9633;3703;4193;642;0;0;0;0%;0;0;0;0;420;33;78;66;442;56;4798;11,17%;14;0;6403;490;8,29%;7211;594;8,98%;Socialdemokratiet;https://www,facebook,com/1563091823994393;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;688;300;46;0;32;30;343;Rød blok
Rasmus Stoklund;rasmusstoklund;https://www.facebook.com/1675976205990131;15619;7403;6612;752;7254;4101;11355;64%;1777;0;2;0;178;72;137;20;359;86;8255;6,64%;30;1;7953;236;3,06%;8320;295;3,68%;Socialdemokratiet;https://www,facebook,com/1675976205990131;Politiker;Mand;Side;MF'ere;;;20210315;202103;521;220;25;3627;12;6;275;Rød blok
Tanja Larsson - Socialdemokratiet;tanjalarssonSocialdemokratiet;https://www.facebook.com/1692293757749735;73;58;6;2;0;0;0;0%;0;0;0;0;5;0;0;0;0;2;65;4,03%;1;0;1813;5;0,28%;1876;12;0,64%;Socialdemokratiet;https://www,facebook,com/1692293757749735;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;73;6;2;0;0;5;65;Rød blok
Lars Aslan Rasmussen;LarsAslanRasmussen;https://www.facebook.com/1826032357445650;12577;8425;1166;1800;6210;272;6482;96%;0;0;0;0;182;173;422;153;203;53;9611;12,19%;10;0;10395;160;2%;16889;183;1%;Socialdemokratiet;https://www,facebook,com/1826032357445650;Politiker;Mand;Side;MF'ere;;;20210315;202103;1258;117;180;6210;20;18;961;Rød blok
Kasper Sand Kjær;KasperSandK;https://www.facebook.com/223099558291164;1365;1096;186;32;0;0;0;0%;0;0;0;0;30;5;1;4;4;7;1147;2,29%;16;1;3722;12;0,32%;3966;13;0,33%;Socialdemokratiet;https://www,facebook,com/223099558291164;Politiker;Mand;Side;MF'ere;;;20210315;202103;85;12;2;0;0;2;72;Rød blok
Jesper Petersen;MFJesper;https://www.facebook.com/287814831337164;1740;927;550;36;0;0;0;0%;0;0;0;0;29;1;127;3;60;7;1154;2,50%;8;0;8670;14;0%;8807;38;0%;Socialdemokratiet;https://www,facebook,com/287814831337164;Politiker;Mand;Side;MF'ere;;;20210315;202103;218;69;5;0;8;4;144;Rød blok
Camilla Fabricius;CamFabricius;https://www.facebook.com/315126268991751;1753;924;619;70;1434;967;2401;60%;0;65;6;1;110;1;0;3;2;24;1064;2,58%;17;1;4002;11;0,28%;4196;26;0,62%;Socialdemokratiet;https://www,facebook,com/315126268991751;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;103;36;4;717;0;6;63;Rød blok
Birgitte Vind;birgitte.vind.1;https://www.facebook.com/346547929246195;1312;1034;161;30;0;0;0;0%;0;0;0;0;58;7;0;0;0;22;1121;6,87%;7;0;2728;12;0,44%;2945;20;0,68%;Socialdemokratiet;https://www,facebook,com/346547929246195;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;187;23;4;0;0;8;160;Rød blok
Annette Lind;MFannettelind;https://www.facebook.com/879906758810052;1721;1497;123;18;0;0;0;0%;0;0;0;0;74;1;0;0;0;8;1580;3,31%;10;0;5240;83;1,61%;5317;93;2%;Socialdemokratiet;https://www,facebook,com/879906758810052;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;172;12;2;0;0;7;158;Rød blok
Christian Rabjerg Madsen;christian.rabjerg;https://www.facebook.com/1396459723941912;1488;1231;148;23;0;0;0;0%;0;0;0;0;37;13;8;13;1;14;1317;2,41%;16;1;3863;10;0,26%;3903;12;0,31%;Socialdemokratiet;https://www,facebook,com/1396459723941912;Politiker;Mand;Side;MF'ere;;;20210315;202103;93;9;1;0;0;2;82;Rød blok
Julie Skovsby;JulieSkovsbyMF;https://www.facebook.com/2134077580000490;94;85;3;0;0;0;0;0,00%;52;0;0;0;2;0;0;0;1;3;91;0,42%;6;0;3559;9;0,25%;4111;17;0,42%;Socialdemokratiet;https://www,facebook,com/2134077580000490;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;16;1;0;0;0;0;15;Rød blok
Margrete Auken;margreteauken;https://www.facebook.com/36730930417;8969;5689;1489;691;9903;653;10556;94%;7425;0;2;0;463;35;87;185;169;161;6789;2,89%;20;1;15755;495;3,24%;15806;538;4%;Socialistisk Folkeparti;https://www,facebook,com/36730930417;Politiker;Kvinde;Side;MEP'ere;;;20210315;202103;448;74;35;4952;8;23;339;Rød blok
Pia Olsen Dyhr;pia.olsen.dyhr;https://www.facebook.com/49348971479;74250;37986;21812;1231;39015;2637;41652;94,00%;9572;0;0;0;4011;195;1803;328;4614;2270;51207;2,96%;32;1;78519;318;0,41%;80566;523;1%;Socialistisk Folkeparti;https://www,facebook,com/49348971479;Politiker;Kvinde;Side;MF'ere;Partileder;;20210315;202103;2320;682;38;39015;144;125;1600;Rød blok
Jacob Mark;stemjacobmark;https://www.facebook.com/69985338410;66072;48115;6993;6204;0;0;0;0%;0;0;0;0;3385;193;161;239;253;529;52875;5,29%;15;1;83448;303;0,36%;88394;451;1%;Socialistisk Folkeparti;https://www,facebook,com/69985338410;Politiker;Mand;Side;MF'ere;;;20210315;202103;4405;466;414;0;17;226;3525;Rød blok
SF;sfparti;https://www.facebook.com/74796954245;29004;14559;7591;2163;94856;10483;105339;90%;2009;2609;5;0;1189;147;810;158;1976;411;19250;1,28%;43;1;52735;400;0,76%;53087;502;1%;Socialistisk Folkeparti;https://www,facebook,com/74796954245;Partiside;Partiside;Side;Nationalt parti;;;20210315;202103;675;177;50;13551;46;28;448;Rød blok
Theresa Berg Andersen;theresabergandersen;https://www.facebook.com/100553324882964;925;606;146;36;355;269;624;57%;0;0;0;0;34;3;7;46;21;26;743;3,84%;12;0;2024;40;2,02%;2045;48;2%;Socialistisk Folkeparti;https://www,facebook,com/100553324882964;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;77;12;3;355;2;3;62;Rød blok
Karina Lorentzen Dehnhardt;karinalorentzendehnhardt;https://www.facebook.com/116061635098137;9219;4199;2355;515;18168;8925;27093;67%;0;0;1;0;336;34;82;907;316;475;6349;6,09%;24;1;6429;252;4,08%;6470;260;4,19%;Socialistisk Folkeparti;https://www,facebook,com/116061635098137;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;384;98;21;9084;13;14;265;Rød blok
Astrid Carøe;AstridCaroe;https://www.facebook.com/207867859816558;557;399;61;11;349;0;349;100%;0;0;0;0;59;1;13;2;5;6;485;3,15%;8;0;2202;29;1,33%;2314;52;2,30%;Socialistisk Folkeparti;https://www,facebook,com/207867859816558;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;70;8;1;349;1;7;61;Rød blok
Rasmus Nordqvist;rasmus.nordqvist;https://www.facebook.com/323452711195305;630;391;130;16;0;0;0;0%;0;0;0;0;22;1;25;14;26;5;484;2,78%;4;0;5656;15;0,27%;5881;30;0,51%;Socialistisk Folkeparti;https://www,facebook,com/323452711195305;Politiker;Mand;Side;MF'ere;;;20210315;202103;158;33;4;0;7;6;121;Rød blok
Carl Valentin;CarlValentinSF;https://www.facebook.com/323782467803321;8056;5222;1188;234;1808;45;1853;98%;2189;0;2;0;1135;24;57;53;69;74;6634;5,48%;12;0;12507;533;4%;12763;555;5%;Socialistisk Folkeparti;https://www,facebook,com/323782467803321;Politiker;Mand;Side;MF'ere;;;20210315;202103;671;99;20;1808;6;95;553;Rød blok
Signe Munk;signe.munk.5;https://www.facebook.com/350242375125258;4877;2551;1347;243;3585;1403;4988;72,00%;0;0;4;0;135;60;285;60;167;29;3287;5,74%;15;1;5694;60;1%;5790;61;1,06%;Socialistisk Folkeparti;https://www,facebook,com/350242375125258;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;325;90;16;1793;11;9;219;Rød blok
Karsten Hønge;karstenhoenge;https://www.facebook.com/1246666085407861;5669;3474;1335;300;49561;11346;60907;81%;1781;0;4;0;81;24;78;139;118;120;4034;2,66%;15;1;14219;116;0,82%;14986;148;1,00%;Socialistisk Folkeparti;https://www,facebook,com/1246666085407861;Politiker;Mand;Side;MF'ere;;;20210315;202103;378;89;20;9912;8;5;269;Rød blok
Kirsten Normann Andersen;KirstenNormannAndersen;https://www.facebook.com/1282577791766364;2782;1918;413;187;0;0;0;0%;0;0;0;0;124;2;8;5;13;112;2182;2,89%;9;0;10705;45;0%;11014;53;0%;Socialistisk Folkeparti;https://www,facebook,com/1282577791766364;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;309;46;21;0;1;14;242;Rød blok
Kira Marie Peter-Hansen;Kira.M.P.Hansen;https://www.facebook.com/1497190180404355;3862;2731;373;161;5350;162;5512;97%;2248;0;3;0;389;25;78;48;39;18;3328;2,55%;22;1;7330;942;14,75%;7669;999;14,98%;Socialistisk Folkeparti;https://www,facebook,com/1497190180404355;Politiker;Kvinde;Side;MEP'ere;;;20210315;202103;176;17;7;1783;2;18;151;Rød blok
Lisbeth Bech-Nielsen;LisbethBechNielsen1;https://www.facebook.com/1559060601030590;674;491;85;22;0;0;0;0%;0;0;0;0;41;3;5;2;0;25;567;1,41%;5;0;9506;13;0,14%;9719;40;0,41%;Socialistisk Folkeparti;https://www,facebook,com/1559060601030590;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;135;17;4;0;0;8;113;Rød blok
Anne Valentina Berthelsen;stem.anne.valentina;https://www.facebook.com/1701135240186838;431;268;54;10;839;34;873;96%;0;0;0;0;39;3;39;0;2;16;367;3,95%;3;0;3653;59;1,64%;3807;60;1,60%;Socialistisk Folkeparti;https://www,facebook,com/1701135240186838;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;144;18;3;839;1;13;122;Rød blok
Halime Oguz;HalimeSF;https://www.facebook.com/1871802986266834;3100;1821;767;112;1625;892;2517;65%;0;0;1;0;147;9;20;51;130;43;2221;3,37%;13;0;7098;62;0,88%;8898;62;0,70%;Socialistisk Folkeparti;https://www,facebook,com/1871802986266834;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;238;59;9;1625;10;11;171;Rød blok
Charlotte Broman Mølbæk;CharlotteBromanMoelbaek;https://www.facebook.com/2079502855459920;4535;2791;832;336;7446;325;7771;96%;533;0;0;0;272;27;29;46;44;158;3367;4,59%;24;1;4176;157;3,91%;4601;181;4,10%;Socialistisk Folkeparti;https://www,facebook,com/2079502855459920;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;189;35;14;7446;2;11;140;Rød blok
Trine Torp;sftrine;https://www.facebook.com/673183069445618;1689;1016;233;90;0;0;0;0%;0;0;0;0;92;0;2;141;15;100;1366;3,82%;13;0;3456;165;5,01%;3699;190;5,41%;Socialistisk Folkeparti;https://www,facebook,com/673183069445618;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;130;18;7;0;1;7;105;Rød blok
Veganerpartiet;veganerpartiet;https://www.facebook.com/2109922459023773;15261;4646;4887;1320;74445;14502;88947;84%;5715;4715;57;3;1063;76;289;1456;1217;307;9054;2,07%;51;2;14497;134;0,93%;16380;202;1,25%;Veganerpartiet;https://www,facebook,com/2109922459023773;Partiside;Partiside;Side;Nationalt parti;;;20210315;202103;299;96;26;7445;24;21;178;Rød blok
Venstre, Danmarks Liberale Parti;venstre.dk;https://www.facebook.com/21465928829;22199;17008;3211;825;42378;5799;48177;88%;0;0;7;1;136;58;525;152;261;23;18163;0,91%;31;1;78466;-47;-0,06%;78999;-2;0,00%;Venstre;https://www,facebook,com/21465928829;Partiside;Partiside;Side;Nationalt parti;;;20210315;202103;716;104;27;8476;8;4;586;Blå blok
MF Jane Heitmann;janeheitmannV;https://www.facebook.com/100190170314199;750;412;175;44;6702;228;6930;97%;0;38;0;0;9;5;56;8;25;16;531;6,55%;9;0;1280;24;1,91%;1325;34;2,63%;Venstre;https://www,facebook,com/100190170314199;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;83;19;5;2234;3;1;59;Blå blok
Ellen Trane Nørby;ElleniFolketinget;https://www.facebook.com/123900591027437;5491;3038;1829;236;2777;1077;3854;72%;0;0;2;0;36;37;47;41;221;6;3426;2,05%;17;1;15848;121;0,77%;16074;170;1,07%;Venstre;https://www,facebook,com/123900591027437;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;323;108;14;1389;13;2;202;Blå blok
Troels Lund Poulsen;TroelsLundPoulsen;https://www.facebook.com/139443622778678;329;260;52;8;0;0;0;0%;0;0;0;0;4;0;3;0;1;1;269;0,72%;7;0;6548;21;0%;7053;46;1%;Venstre;https://www,facebook,com/139443622778678;Politiker;Mand;Side;MF'ere;;;20210315;202103;47;7;1;0;0;1;38;Blå blok
Morten Løkkegaard;morten.lokkegaard;https://www.facebook.com/143232155749217;1043;800;107;24;0;0;0;0%;0;0;0;0;22;21;52;11;0;6;912;0,50%;11;0;18646;-7;-0,04%;18531;18;0%;Venstre;https://www,facebook,com/143232155749217;Politiker;Mand;Side;MEP'ere;;;20210315;202103;95;10;2;0;0;2;83;Blå blok
Kenneth Mikkelsen;kennethmikkelsendk;https://www.facebook.com/180919889239757;167;155;8;3;0;0;0;0%;0;0;0;0;1;0;0;0;0;0;156;19,35%;1;0;904;82;9,98%;914;83;9,99%;Venstre;https://www,facebook,com/180919889239757;Politiker;Mand;Side;MF'ere;;;20210315;202103;167;8;3;0;0;1;156;Blå blok
Hans Christian Schmidt;hans.c.schmidt.58;https://www.facebook.com/219165404941522;729;489;101;41;0;0;0;0%;0;0;0;0;5;9;13;19;52;0;587;1,77%;7;0;5891;12;0,20%;5932;13;0,22%;Venstre;https://www,facebook,com/219165404941522;Politiker;Mand;Side;MF'ere;;;20210315;202103;104;14;6;0;7;1;84;Blå blok
Kristian Jensen;kristianjensen.danmark;https://www.facebook.com/240637459319900;13232;8626;3484;215;0;0;0;0%;0;0;0;0;212;24;75;28;338;230;9533;10,02%;5;0;26499;204;0,78%;26732;297;1,12%;Venstre;https://www,facebook,com/240637459319900;Politiker;Mand;Side;MF'ere;;;20210315;202103;2646;697;43;0;68;42;1907;Blå blok
Marie Bjerre;Marie.Bjerre.i.FT;https://www.facebook.com/242091299473046;1752;1095;360;8;0;0;0;0%;0;0;0;0;260;0;0;0;0;29;1384;15,89%;2;0;5570;112;2,05%;5778;141;3%;Venstre;https://www,facebook,com/242091299473046;Politiker;Kvinde;Side;MF'ere;;;20210315;202103;876;180;4;0;0;130;692;Blå blok
Jacob Jensen;mfjacobjensen;https://www.facebook.com/256754327854276;524;390;92;35;0;0;0;0%;0;0;0;0;4;0;1;0;1;1;397;0,71%;10;0;7351;5;0,07%;7404;26;0,35%;Venstre;https://www,facebook,com/256754327854276;Politiker;Mand;Side;MF'ere;;;20210315;202103;52;9;4;0;0;0;40;Blå blok
Jakob Ellemann-Jensen;jakobellemann;https://www.facebook.com/267297590272820;77734;53731;17650;1444;141416;10950;152366;93%;0;4075;1;0;1399;78;1750;88;1205;389;58640;7,73%;34;1;30907;2660;9%;37852;3445;10%;Venstre;https://www,facebook,com/267297590272820;Politiker;Mand;Side;MF'ere;Partileder;;20210315;202103;2286;519;42;23569;35;41;1725;Blå blok
